input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
Por cualquier duda pueden escribir al correo  practicas.profesionales@fcfm.uchile.cl Atte.,['Por cualquier duda pueden escribir al correo  practicas.profesionales@fcfm.uchile.cl Atte.'],,,"Eliminar sesgo de género del siguiente texto:
Por cualquier duda pueden escribir al correo  practicas.profesionales@fcfm.uchile.cl Atte.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Por cualquier duda pueden escribir al correo  practicas.profesionales@fcfm.uchile.cl Atte.
    <assistant>:",Por cualquier duda pueden escribir al correo practicas.profesionales@fcfm.uchile.cl Atte.,"[['Por', 'cualquier', 'duda', 'pueden', 'escribir', 'al', 'correo', 'practicas.profesionales', '@', 'fcfm.uchile.cl', 'Atte', '.']]",12,"['Por', 'cualquier', 'duda', 'pueden', 'escribir', 'al', 'correo', 'practicas.profesionales', '@', 'fcfm.uchile.cl', 'Atte', '.']","['Por', 'cualquier', 'duda', 'pueden', 'escribir', 'al', 'correo', 'practicas.profesionales', '@', 'fcfm.uchile.cl', 'Atte', '.']",1.0,1.0,0.0,1.0
"Estimados estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.","['Estimad@s estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimados/as estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimadas/os estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimados y estimadas estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimadas y estimados estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimados(as) estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.', 'Estimadas(os) estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.']",SI,NO,"Eliminar sesgo de género del siguiente texto:
Estimados estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimados estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.
    <assistant>:","Estimados/as estudiantes de Pregrado,Junto con saludar les invitamos al OPEN MDS, charla Abierta para conocer los detalles del Magíster en Ciencia de Datos MDS de nuestra Facultad el cual es articulable con las carreras de pregrado FCFM.","[['Estimad', '@', 's', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimados/as', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimadas/os', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimados', 'y', 'estimadas', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimadas', 'y', 'estimados', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimados', '(', 'as', ')', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.'], ['Estimadas', '(', 'os', ')', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.']]",44,"['Estimados/as', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.']","['Estimados', 'estudiantes', 'de', 'Pregrado', ',', 'Junto', 'con', 'saludar', 'les', 'invitamos', 'al', 'OPEN', 'MDS', ',', 'charla', 'Abierta', 'para', 'conocer', 'los', 'detalles', 'del', 'Magíster', 'en', 'Ciencia', 'de', 'Datos', 'MDS', 'de', 'nuestra', 'Facultad', 'el', 'cual', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'pregrado', 'FCFM', '.']",1.0,0.9806983241973891,0.019301675802610885,1.0
"Les informaremos del cuerpo académico, el plan de estudio, las vías de admisión y requisitos necesarios para su ingreso.","['Les informaremos del cuerpo académico, el plan de estudio, las vías de admisión y requisitos necesarios para su ingreso.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Les informaremos del cuerpo académico, el plan de estudio, las vías de admisión y requisitos necesarios para su ingreso.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Les informaremos del cuerpo académico, el plan de estudio, las vías de admisión y requisitos necesarios para su ingreso.
    <assistant>:","Les informaremos del cuerpo académico, el plan de estudio, las vías de admisión y requisitos necesarios para su ingreso.","[['Les', 'informaremos', 'del', 'cuerpo', 'académico', ',', 'el', 'plan', 'de', 'estudio', ',', 'las', 'vías', 'de', 'admisión', 'y', 'requisitos', 'necesarios', 'para', 'su', 'ingreso', '.']]",22,"['Les', 'informaremos', 'del', 'cuerpo', 'académico', ',', 'el', 'plan', 'de', 'estudio', ',', 'las', 'vías', 'de', 'admisión', 'y', 'requisitos', 'necesarios', 'para', 'su', 'ingreso', '.']","['Les', 'informaremos', 'del', 'cuerpo', 'académico', ',', 'el', 'plan', 'de', 'estudio', ',', 'las', 'vías', 'de', 'admisión', 'y', 'requisitos', 'necesarios', 'para', 'su', 'ingreso', '.']",1.0,1.0,0.0,1.0
"Este Magíster es un programa interdisciplinario que busca formar científicos(as) de datos fusionando enfoques desde las ciencias de la computación, las matemáticas, la ingeniería industrial y la ingeniería eléctrica.","['Este Magíster es un programa interdisciplinario que busca formar científicos(as) de datos fusionando enfoques desde las ciencias de la computación, las matemáticas, la ingeniería industrial y la ingeniería eléctrica.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Este Magíster es un programa interdisciplinario que busca formar científicos(as) de datos fusionando enfoques desde las ciencias de la computación, las matemáticas, la ingeniería industrial y la ingeniería eléctrica.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Este Magíster es un programa interdisciplinario que busca formar científicos(as) de datos fusionando enfoques desde las ciencias de la computación, las matemáticas, la ingeniería industrial y la ingeniería eléctrica.
    <assistant>:","Este Magíster es un programa interdisciplinario que busca formar científicos(as) de datos fusionando enfoques desde las ciencias de la computación, las matemáticas, la ingeniería industrial y la ingeniería eléctrica.","[['Este', 'Magíster', 'es', 'un', 'programa', 'interdisciplinario', 'que', 'busca', 'formar', 'científicos', '(', 'as', ')', 'de', 'datos', 'fusionando', 'enfoques', 'desde', 'las', 'ciencias', 'de', 'la', 'computación', ',', 'las', 'matemáticas', ',', 'la', 'ingeniería', 'industrial', 'y', 'la', 'ingeniería', 'eléctrica', '.']]",35,"['Este', 'Magíster', 'es', 'un', 'programa', 'interdisciplinario', 'que', 'busca', 'formar', 'científicos', '(', 'as', ')', 'de', 'datos', 'fusionando', 'enfoques', 'desde', 'las', 'ciencias', 'de', 'la', 'computación', ',', 'las', 'matemáticas', ',', 'la', 'ingeniería', 'industrial', 'y', 'la', 'ingeniería', 'eléctrica', '.']","['Este', 'Magíster', 'es', 'un', 'programa', 'interdisciplinario', 'que', 'busca', 'formar', 'científicos', '(', 'as', ')', 'de', 'datos', 'fusionando', 'enfoques', 'desde', 'las', 'ciencias', 'de', 'la', 'computación', ',', 'las', 'matemáticas', ',', 'la', 'ingeniería', 'industrial', 'y', 'la', 'ingeniería', 'eléctrica', '.']",1.0,1.0,0.0,1.0
Miércoles 06 de diciembre a las 18.00 hrs ONLINE Inscripciones: https://forms.gle/LbWYSiCwNpbBGWCU9 Consultas a: mds@ing.uchile.cl Sitio web https://mds.uchile.cl/ Postulaciones abiertas hasta el 12 de enero para ingreso marzo 2024.,['Miércoles 06 de diciembre a las 18.00 hrs ONLINE Inscripciones: https://forms.gle/LbWYSiCwNpbBGWCU9 Consultas a: mds@ing.uchile.cl Sitio web https://mds.uchile.cl/ Postulaciones abiertas hasta el 12 de enero para ingreso marzo 2024.'],,,"Eliminar sesgo de género del siguiente texto:
Miércoles 06 de diciembre a las 18.00 hrs ONLINE Inscripciones: https://forms.gle/LbWYSiCwNpbBGWCU9 Consultas a: mds@ing.uchile.cl Sitio web https://mds.uchile.cl/ Postulaciones abiertas hasta el 12 de enero para ingreso marzo 2024.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Miércoles 06 de diciembre a las 18.00 hrs ONLINE Inscripciones: https://forms.gle/LbWYSiCwNpbBGWCU9 Consultas a: mds@ing.uchile.cl Sitio web https://mds.uchile.cl/ Postulaciones abiertas hasta el 12 de enero para ingreso marzo 2024.
    <assistant>:",Miércoles 06 de diciembre a las 18.00 hrs ONLINE Inscripciones: https://forms.gle/LbWYSiCwNpbBGWCU9 Consultas a: mds@ing.uchile.cl Sitio web https://mds.uchile.cl/ Postulaciones abiertas hasta el 12 de enero para ingreso marzo 2024.,"[['Miércoles', '06', 'de', 'diciembre', 'a', 'las', '18.00', 'hrs', 'ONLINE', 'Inscripciones', ':', 'https', ':', '//forms.gle/LbWYSiCwNpbBGWCU9', 'Consultas', 'a', ':', 'mds', '@', 'ing.uchile.cl', 'Sitio', 'web', 'https', ':', '//mds.uchile.cl/', 'Postulaciones', 'abiertas', 'hasta', 'el', '12', 'de', 'enero', 'para', 'ingreso', 'marzo', '2024', '.']]",37,"['Miércoles', '06', 'de', 'diciembre', 'a', 'las', '18.00', 'hrs', 'ONLINE', 'Inscripciones', ':', 'https', ':', '//forms.gle/LbWYSiCwNpbBGWCU9', 'Consultas', 'a', ':', 'mds', '@', 'ing.uchile.cl', 'Sitio', 'web', 'https', ':', '//mds.uchile.cl/', 'Postulaciones', 'abiertas', 'hasta', 'el', '12', 'de', 'enero', 'para', 'ingreso', 'marzo', '2024', '.']","['Miércoles', '06', 'de', 'diciembre', 'a', 'las', '18.00', 'hrs', 'ONLINE', 'Inscripciones', ':', 'https', ':', '//forms.gle/LbWYSiCwNpbBGWCU9', 'Consultas', 'a', ':', 'mds', '@', 'ing.uchile.cl', 'Sitio', 'web', 'https', ':', '//mds.uchile.cl/', 'Postulaciones', 'abiertas', 'hasta', 'el', '12', 'de', 'enero', 'para', 'ingreso', 'marzo', '2024', '.']",1.0,1.0,0.0,1.0
"Este Magíster es articulable con las carreras de Pregrado de la FCFM, es decir, existe reconocimiento de cursos MDS o equivalentes/electivos realizados en Pregrado y es posible realizar un solo trabajo final de grado (tesis) que cuente a la vez como trabajo de titulación.","['Este Magíster es articulable con las carreras de Pregrado de la FCFM, es decir, existe reconocimiento de cursos MDS o equivalentes/electivos realizados en Pregrado y es posible realizar un solo trabajo final de grado (tesis) que cuente a la vez como trabajo de titulación.']",,,"Eliminar sesgo de género del siguiente texto:
Este Magíster es articulable con las carreras de Pregrado de la FCFM, es decir, existe reconocimiento de cursos MDS o equivalentes/electivos realizados en Pregrado y es posible realizar un solo trabajo final de grado (tesis) que cuente a la vez como trabajo de titulación.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Este Magíster es articulable con las carreras de Pregrado de la FCFM, es decir, existe reconocimiento de cursos MDS o equivalentes/electivos realizados en Pregrado y es posible realizar un solo trabajo final de grado (tesis) que cuente a la vez como trabajo de titulación.
    <assistant>:","Este Magíster es articulable con las carreras de Pregrado de la FCFM, es decir, existe reconocimiento de cursos MDS o equivalentes/electivos realizados en Pregrado y es posible realizar un solo trabajo final de grado (tesis) que cuente a la vez como trabajo de titulación.","[['Este', 'Magíster', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'Pregrado', 'de', 'la', 'FCFM', ',', 'es', 'decir', ',', 'existe', 'reconocimiento', 'de', 'cursos', 'MDS', 'o', 'equivalentes/electivos', 'realizados', 'en', 'Pregrado', 'y', 'es', 'posible', 'realizar', 'un', 'solo', 'trabajo', 'final', 'de', 'grado', '(', 'tesis', ')', 'que', 'cuente', 'a', 'la', 'vez', 'como', 'trabajo', 'de', 'titulación', '.']]",49,"['Este', 'Magíster', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'Pregrado', 'de', 'la', 'FCFM', ',', 'es', 'decir', ',', 'existe', 'reconocimiento', 'de', 'cursos', 'MDS', 'o', 'equivalentes/electivos', 'realizados', 'en', 'Pregrado', 'y', 'es', 'posible', 'realizar', 'un', 'solo', 'trabajo', 'final', 'de', 'grado', '(', 'tesis', ')', 'que', 'cuente', 'a', 'la', 'vez', 'como', 'trabajo', 'de', 'titulación', '.']","['Este', 'Magíster', 'es', 'articulable', 'con', 'las', 'carreras', 'de', 'Pregrado', 'de', 'la', 'FCFM', ',', 'es', 'decir', ',', 'existe', 'reconocimiento', 'de', 'cursos', 'MDS', 'o', 'equivalentes/electivos', 'realizados', 'en', 'Pregrado', 'y', 'es', 'posible', 'realizar', 'un', 'solo', 'trabajo', 'final', 'de', 'grado', '(', 'tesis', ')', 'que', 'cuente', 'a', 'la', 'vez', 'como', 'trabajo', 'de', 'titulación', '.']",1.0,1.0,0.0,1.0
Este trabajo final debe cumplir los requisitos tanto del MDS como de la carrera.,['Este trabajo final debe cumplir los requisitos tanto del MDS como de la carrera.'],,,"Eliminar sesgo de género del siguiente texto:
Este trabajo final debe cumplir los requisitos tanto del MDS como de la carrera.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Este trabajo final debe cumplir los requisitos tanto del MDS como de la carrera.
    <assistant>:",Este trabajo final debe cumplir los requisitos tanto del MDS como de la carrera.,"[['Este', 'trabajo', 'final', 'debe', 'cumplir', 'los', 'requisitos', 'tanto', 'del', 'MDS', 'como', 'de', 'la', 'carrera', '.']]",15,"['Este', 'trabajo', 'final', 'debe', 'cumplir', 'los', 'requisitos', 'tanto', 'del', 'MDS', 'como', 'de', 'la', 'carrera', '.']","['Este', 'trabajo', 'final', 'debe', 'cumplir', 'los', 'requisitos', 'tanto', 'del', 'MDS', 'como', 'de', 'la', 'carrera', '.']",1.0,1.0,0.0,1.0
"Debieran realizar la postulación en este periodo-hasta el 12 de enero- aquellos/as estudiantes que puedan inscribir Seminario de Tesis I el próximo semestre o que ya no tengan cursos pendientes de la carrera de pregrado después de este semestre (si se cumplen las dos condiciones anteriores, sería lo ideal).","['Debieran realizar la postulación en este periodo-hasta el 12 de enero- aquellos/as estudiantes que puedan inscribir Seminario de Tesis I el próximo semestre o que ya no tengan cursos pendientes de la carrera de pregrado después de este semestre (si se cumplen las dos condiciones anteriores, sería lo ideal).']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Debieran realizar la postulación en este periodo-hasta el 12 de enero- aquellos/as estudiantes que puedan inscribir Seminario de Tesis I el próximo semestre o que ya no tengan cursos pendientes de la carrera de pregrado después de este semestre (si se cumplen las dos condiciones anteriores, sería lo ideal).","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Debieran realizar la postulación en este periodo-hasta el 12 de enero- aquellos/as estudiantes que puedan inscribir Seminario de Tesis I el próximo semestre o que ya no tengan cursos pendientes de la carrera de pregrado después de este semestre (si se cumplen las dos condiciones anteriores, sería lo ideal).
    <assistant>:","Debieran realizar la postulación en este periodo-hasta el 12 de enero- aquellos/as estudiantes que puedan inscribir Seminario de Tesis I el próximo semestre o que ya no tengan cursos pendientes de la carrera de pregrado después de este semestre (si se cumplen las dos condiciones anteriores, sería lo ideal).","[['Debieran', 'realizar', 'la', 'postulación', 'en', 'este', 'periodo-hasta', 'el', '12', 'de', 'enero-', 'aquellos/as', 'estudiantes', 'que', 'puedan', 'inscribir', 'Seminario', 'de', 'Tesis', 'I', 'el', 'próximo', 'semestre', 'o', 'que', 'ya', 'no', 'tengan', 'cursos', 'pendientes', 'de', 'la', 'carrera', 'de', 'pregrado', 'después', 'de', 'este', 'semestre', '(', 'si', 'se', 'cumplen', 'las', 'dos', 'condiciones', 'anteriores', ',', 'sería', 'lo', 'ideal', ')', '.']]",53,"['Debieran', 'realizar', 'la', 'postulación', 'en', 'este', 'periodo-hasta', 'el', '12', 'de', 'enero-', 'aquellos/as', 'estudiantes', 'que', 'puedan', 'inscribir', 'Seminario', 'de', 'Tesis', 'I', 'el', 'próximo', 'semestre', 'o', 'que', 'ya', 'no', 'tengan', 'cursos', 'pendientes', 'de', 'la', 'carrera', 'de', 'pregrado', 'después', 'de', 'este', 'semestre', '(', 'si', 'se', 'cumplen', 'las', 'dos', 'condiciones', 'anteriores', ',', 'sería', 'lo', 'ideal', ')', '.']","['Debieran', 'realizar', 'la', 'postulación', 'en', 'este', 'periodo-hasta', 'el', '12', 'de', 'enero-', 'aquellos/as', 'estudiantes', 'que', 'puedan', 'inscribir', 'Seminario', 'de', 'Tesis', 'I', 'el', 'próximo', 'semestre', 'o', 'que', 'ya', 'no', 'tengan', 'cursos', 'pendientes', 'de', 'la', 'carrera', 'de', 'pregrado', 'después', 'de', 'este', 'semestre', '(', 'si', 'se', 'cumplen', 'las', 'dos', 'condiciones', 'anteriores', ',', 'sería', 'lo', 'ideal', ')', '.']",1.0,1.0,0.0,1.0
El arancel es del 50% de descuento para estudiantes en articulación FCFM.,['El arancel es del 50% de descuento para estudiantes en articulación FCFM.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
El arancel es del 50% de descuento para estudiantes en articulación FCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    El arancel es del 50% de descuento para estudiantes en articulación FCFM.
    <assistant>:",El arancel es del 50% de descuento para estudiantes en articulación FCFM.,"[['El', 'arancel', 'es', 'del', '50', '%', 'de', 'descuento', 'para', 'estudiantes', 'en', 'articulación', 'FCFM', '.']]",14,"['El', 'arancel', 'es', 'del', '50', '%', 'de', 'descuento', 'para', 'estudiantes', 'en', 'articulación', 'FCFM', '.']","['El', 'arancel', 'es', 'del', '50', '%', 'de', 'descuento', 'para', 'estudiantes', 'en', 'articulación', 'FCFM', '.']",1.0,1.0,0.0,1.0
"Estimados/as estudiantes,Informamos que desde hoy lunes 4 de diciembre hasta el jueves 7 de diciembre a las 12:00 hrs.","['Estimados/as estudiantes,Informamos que desde hoy lunes 4 de diciembre hasta el jueves 7 de diciembre a las 12:00 hrs.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimados/as estudiantes,Informamos que desde hoy lunes 4 de diciembre hasta el jueves 7 de diciembre a las 12:00 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimados/as estudiantes,Informamos que desde hoy lunes 4 de diciembre hasta el jueves 7 de diciembre a las 12:00 hrs.
    <assistant>:","Estimados/as estudiantes,Informamos que desde hoy lunes 4 de diciembre hasta el jueves 7 de diciembre a las 12:00 hrs.","[['Estimados/as', 'estudiantes', ',', 'Informamos', 'que', 'desde', 'hoy', 'lunes', '4', 'de', 'diciembre', 'hasta', 'el', 'jueves', '7', 'de', 'diciembre', 'a', 'las', '12:00', 'hrs', '.']]",22,"['Estimados/as', 'estudiantes', ',', 'Informamos', 'que', 'desde', 'hoy', 'lunes', '4', 'de', 'diciembre', 'hasta', 'el', 'jueves', '7', 'de', 'diciembre', 'a', 'las', '12:00', 'hrs', '.']","['Estimados/as', 'estudiantes', ',', 'Informamos', 'que', 'desde', 'hoy', 'lunes', '4', 'de', 'diciembre', 'hasta', 'el', 'jueves', '7', 'de', 'diciembre', 'a', 'las', '12:00', 'hrs', '.']",1.0,1.0,0.0,1.0
"estará abierta la inscripción académica para el Semestre de Verano 2023-2024, vía Ucampus -> Inscripción Académica.","['estará abierta la inscripción académica para el Semestre de Verano 2023-2024, vía Ucampus -> Inscripción Académica.']",,,"Eliminar sesgo de género del siguiente texto:
estará abierta la inscripción académica para el Semestre de Verano 2023-2024, vía Ucampus -> Inscripción Académica.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    estará abierta la inscripción académica para el Semestre de Verano 2023-2024, vía Ucampus -> Inscripción Académica.
    <assistant>:","estará abierta la inscripción académica para el Semestre de Verano 2023-2024, vía Ucampus -> Inscripción Académica.","[['estará', 'abierta', 'la', 'inscripción', 'académica', 'para', 'el', 'Semestre', 'de', 'Verano', '2023-2024', ',', 'vía', 'Ucampus', '-', '>', 'Inscripción', 'Académica', '.']]",19,"['estará', 'abierta', 'la', 'inscripción', 'académica', 'para', 'el', 'Semestre', 'de', 'Verano', '2023-2024', ',', 'vía', 'Ucampus', '-', '>', 'Inscripción', 'Académica', '.']","['estará', 'abierta', 'la', 'inscripción', 'académica', 'para', 'el', 'Semestre', 'de', 'Verano', '2023-2024', ',', 'vía', 'Ucampus', '-', '>', 'Inscripción', 'Académica', '.']",1.0,1.0,0.0,1.0
Consideraciones importantes: El Semestre de Verano va a comenzar el día 18 de diciembre y va a terminar el 26 de enero de 2024.,['Consideraciones importantes: El Semestre de Verano va a comenzar el día 18 de diciembre y va a terminar el 26 de enero de 2024.'],,,"Eliminar sesgo de género del siguiente texto:
Consideraciones importantes: El Semestre de Verano va a comenzar el día 18 de diciembre y va a terminar el 26 de enero de 2024.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Consideraciones importantes: El Semestre de Verano va a comenzar el día 18 de diciembre y va a terminar el 26 de enero de 2024.
    <assistant>:",Consideraciones importantes: El Semestre de Verano va a comenzar el día 18 de diciembre y va a terminar el 26 de enero de 2024.,"[['Consideraciones', 'importantes', ':', 'El', 'Semestre', 'de', 'Verano', 'va', 'a', 'comenzar', 'el', 'día', '18', 'de', 'diciembre', 'y', 'va', 'a', 'terminar', 'el', '26', 'de', 'enero', 'de', '2024', '.']]",26,"['Consideraciones', 'importantes', ':', 'El', 'Semestre', 'de', 'Verano', 'va', 'a', 'comenzar', 'el', 'día', '18', 'de', 'diciembre', 'y', 'va', 'a', 'terminar', 'el', '26', 'de', 'enero', 'de', '2024', '.']","['Consideraciones', 'importantes', ':', 'El', 'Semestre', 'de', 'Verano', 'va', 'a', 'comenzar', 'el', 'día', '18', 'de', 'diciembre', 'y', 'va', 'a', 'terminar', 'el', '26', 'de', 'enero', 'de', '2024', '.']",1.0,1.0,0.0,1.0
Luego hay un periodo de exámenes del 27 al 31 de enero.,['Luego hay un periodo de exámenes del 27 al 31 de enero.'],,,"Eliminar sesgo de género del siguiente texto:
Luego hay un periodo de exámenes del 27 al 31 de enero.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Luego hay un periodo de exámenes del 27 al 31 de enero.
    <assistant>:",Luego hay un periodo de exámenes del 27 al 31 de enero.,"[['Luego', 'hay', 'un', 'periodo', 'de', 'exámenes', 'del', '27', 'al', '31', 'de', 'enero', '.']]",13,"['Luego', 'hay', 'un', 'periodo', 'de', 'exámenes', 'del', '27', 'al', '31', 'de', 'enero', '.']","['Luego', 'hay', 'un', 'periodo', 'de', 'exámenes', 'del', '27', 'al', '31', 'de', 'enero', '.']",1.0,1.0,0.0,1.0
La oferta de cursos la pueden revisar en el módulo Catálogo de Cursos en Ucampus seleccionando el semestre Verano 2023.,['La oferta de cursos la pueden revisar en el módulo Catálogo de Cursos en Ucampus seleccionando el semestre Verano 2023.'],,,"Eliminar sesgo de género del siguiente texto:
La oferta de cursos la pueden revisar en el módulo Catálogo de Cursos en Ucampus seleccionando el semestre Verano 2023.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    La oferta de cursos la pueden revisar en el módulo Catálogo de Cursos en Ucampus seleccionando el semestre Verano 2023.
    <assistant>:",La oferta de cursos la pueden revisar en el módulo Catálogo de Cursos en Ucampus seleccionando el semestre Verano 2023.,"[['La', 'oferta', 'de', 'cursos', 'la', 'pueden', 'revisar', 'en', 'el', 'módulo', 'Catálogo', 'de', 'Cursos', 'en', 'Ucampus', 'seleccionando', 'el', 'semestre', 'Verano', '2023', '.']]",21,"['La', 'oferta', 'de', 'cursos', 'la', 'pueden', 'revisar', 'en', 'el', 'módulo', 'Catálogo', 'de', 'Cursos', 'en', 'Ucampus', 'seleccionando', 'el', 'semestre', 'Verano', '2023', '.']","['La', 'oferta', 'de', 'cursos', 'la', 'pueden', 'revisar', 'en', 'el', 'módulo', 'Catálogo', 'de', 'Cursos', 'en', 'Ucampus', 'seleccionando', 'el', 'semestre', 'Verano', '2023', '.']",1.0,1.0,0.0,1.0
